
10000 7.6e-05
11000 7.5e-05
12000 4.1e-05
13000 4.5e-05
14000 4.9e-05
15000 5.1e-05
16000 6.1e-05
17000 5.7e-05
18000 6.1e-05
19000 6.5e-05
20000 0.000105
21000 9.1e-05
22000 7.5e-05
23000 7.8e-05
24000 0.000121
25000 8.6e-05
26000 8.8e-05
27000 0.00013
28000 9.8e-05
29000 0.000102
30000 0.000152
31000 0.000163
32000 0.000172
33000 0.000113
34000 0.000117
35000 0.000117
36000 0.000139
37000 0.000161
38000 0.000129
39000 0.000135
40000 0.000151
41000 0.000137
42000 0.000144
43000 0.000205
44000 0.00023
45000 0.000154
46000 0.000165
47000 0.000166
48000 0.000165
49000 0.000168
50000 0.000174
51000 0.000174
52000 0.000268
53000 0.000179
54000 0.000184
55000 0.000187
56000 0.000194
57000 0.000199
58000 0.000197
59000 0.000202
60000 0.000207
61000 0.00021
62000 0.00021
63000 0.000216
64000 0.00032
65000 0.00022
66000 0.000223
67000 0.000227
68000 0.00027
69000 0.000362
70000 0.000242
71000 0.000256
72000 0.00026
73000 0.000271
74000 0.000255
75000 0.000255
76000 0.000262
77000 0.000259
78000 0.000344
79000 0.00027
80000 0.000304
81000 0.000362
82000 0.000284
83000 0.000361
84000 0.0004
85000 0.000292
86000 0.000294
87000 0.000298
88000 0.000443
89000 0.00031
90000 0.000307
91000 0.000309
92000 0.000311
93000 0.000326
94000 0.000334
95000 0.000347
96000 0.000331
97000 0.000332
98000 0.000336
99000 0.000338
100000 0.000441
101000 0.000344
102000 0.000424
103000 0.000353
104000 0.000358
105000 0.00036
106000 0.000361
107000 0.000362
108000 0.000369
109000 0.000377
110000 0.000559
111000 0.000378
112000 0.000379
113000 0.000387
114000 0.000388
115000 0.000396
116000 0.00041
117000 0.000504
118000 0.000407
119000 0.000413
120000 0.000534
121000 0.000415
122000 0.000415
123000 0.00043
124000 0.000442
125000 0.000429
126000 0.000555
127000 0.000436
128000 0.000436
129000 0.000443
130000 0.000489
131000 0.000449
132000 0.000468
133000 0.000466
134000 0.00059
135000 0.000662
136000 0.000483
137000 0.000467
138000 0.000469
139000 0.00054
140000 0.000481
141000 0.000599
142000 0.000484
143000 0.000503
144000 0.000498
145000 0.000504
146000 0.000508
147000 0.000503
148000 0.000504
149000 0.000511
150000 0.000514
151000 0.000539
152000 0.000551
153000 0.000557
154000 0.000533
155000 0.000546
156000 0.000537
157000 0.000568
158000 0.000541
159000 0.000545
160000 0.000563
161000 0.000639
162000 0.00056
163000 0.000562
164000 0.000723
165000 0.000727
166000 0.000583
167000 0.00074
168000 0.000864
169000 0.000582
170000 0.000592
171000 0.000589
172000 0.000611
173000 0.000632
174000 0.000605
175000 0.000599
176000 0.000742
177000 0.000914
178000 0.000662
179000 0.000946
180000 0.000624
181000 0.000621
182000 0.00075
183000 0.000648
184000 0.000644
185000 0.000664
186000 0.000663
187000 0.00064
188000 0.000741
189000 0.000655
190000 0.000664
191000 0.000671
192000 0.00069
193000 0.000672
194000 0.000661
195000 0.000677
196000 0.000672
197000 0.000666
198000 0.000706
199000 0.000682
200000 0.000726
201000 0.00068
202000 0.000692
203000 0.0007
204000 0.000765
205000 0.000716
206000 0.000852
207000 0.000983
208000 0.000755
209000 0.000721
210000 0.000724
211000 0.000718
212000 0.000939
213000 0.000746
214000 0.000738
215000 0.000775
216000 0.000781
217000 0.000774
218000 0.000757
219000 0.000764
220000 0.001095
221000 0.000801
222000 0.000801
223000 0.000776
224000 0.000768
225000 0.000772
226000 0.000784
227000 0.000777
228000 0.000811
229000 0.000789
230000 0.000774
231000 0.000796
232000 0.000797
233000 0.00093
234000 0.000821
235000 0.000815
236000 0.000814
237000 0.000819
238000 0.000848
239000 0.000853
240000 0.000828
241000 0.000868
242000 0.000954
243000 0.000828
244000 0.000835
245000 0.000835
246000 0.000885
247000 0.001297
248000 0.000954
249000 0.000848
250000 0.000851
251000 0.000858
252000 0.000863
253000 0.001101
254000 0.00087
255000 0.000873
256000 0.001333
257000 0.000885
258000 0.000892
259000 0.001284
260000 0.000884
261000 0.001268
262000 0.0014
263000 0.000995
264000 0.000899
265000 0.000937
266000 0.000938
267000 0.000914
268000 0.000918
269000 0.000929
270000 0.00095
271000 0.001443
272000 0.000933
273000 0.000935
274000 0.000927
275000 0.00095
276000 0.000939
277000 0.000948
278000 0.000947
279000 0.000947
280000 0.001013
281000 0.000983
282000 0.000988
283000 0.000991
284000 0.000972
285000 0.000992
286000 0.001002
287000 0.000989
288000 0.000993
289000 0.001006
290000 0.000987
