1000 3.71e-08
2000 4.14e-08
3000 4.36e-08
4000 4.37e-08
5000 4.73e-08
6000 4.7e-08
7000 4.69e-08
8000 4.7e-08
9000 5.11e-08
10000 5.02e-08
11000 5.04e-08
12000 5.04e-08
13000 5.02e-08
14000 5.33e-08
15000 5.04e-08
16000 5.04e-08
17000 5.52e-08
18000 5.35e-08
19000 5.41e-08
20000 5.25e-08
21000 5.77e-08
22000 5.25e-08
23000 5.24e-08
24000 5.24e-08
25000 5.24e-08
26000 5.23e-08
27000 5.24e-08
28000 5.25e-08
29000 5.24e-08
30000 5.72e-08
31000 5.22e-08
32000 5.24e-08
33000 5.59e-08
34000 5.57e-08
35000 6.06e-08
36000 5.7e-08
37000 5.7e-08
38000 5.7e-08
39000 5.7e-08
40000 5.82e-08
41000 5.68e-08
42000 5.7e-08
43000 5.69e-08
44000 5.7e-08
45000 5.7e-08
46000 5.7e-08
47000 5.79e-08
48000 5.73e-08
49000 5.71e-08
50000 5.72e-08
51000 5.7e-08
52000 5.79e-08
53000 5.69e-08
54000 5.72e-08
55000 5.7e-08
56000 5.7e-08
57000 6.03e-08
58000 5.7e-08
59000 5.57e-08
60000 5.69e-08
61000 5.7e-08
62000 5.82e-08
63000 5.78e-08
64000 5.55e-08
65000 5.55e-08
66000 6.82e-08
67000 6.13e-08
68000 6.14e-08
69000 6.04e-08
70000 6.04e-08
71000 6.44e-08
72000 6.04e-08
73000 6.07e-08
74000 6.04e-08
75000 6.77e-08
76000 6.24e-08
77000 6.11e-08
78000 6.02e-08
79000 6.09e-08
80000 6.04e-08
81000 6.02e-08
82000 6.13e-08
83000 6.14e-08
84000 5.89e-08
85000 5.89e-08
86000 5.91e-08
87000 5.89e-08
88000 5.9e-08
89000 5.89e-08
90000 6.1e-08
91000 6.42e-08
92000 5.91e-08
93000 6.03e-08
94000 5.88e-08
95000 5.9e-08
96000 5.89e-08
97000 6.03e-08
98000 6.08e-08
99000 6.04e-08
100000 6.01e-08
101000 6.04e-08
102000 6.08e-08
103000 6.07e-08
104000 6.05e-08
105000 6.01e-08
106000 6.31e-08
107000 6.13e-08
